"ensembl_id","ensembl_gene_id","gene_name","gene_biotype","entrezid","description"
"ENSDARG00000002002","ENSDARG00000002002","lmcd1","protein_coding",394045,"LIM and cysteine-rich domains 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1067]"
"ENSDARG00000002006","ENSDARG00000002006","rxrbb","protein_coding",30486,"retinoid x receptor, beta b [Source:ZFIN;Acc:ZDB-GENE-990415-242]"
"ENSDARG00000002013","ENSDARG00000002013","grb10a","protein_coding",446167,"growth factor receptor-bound protein 10a [Source:ZFIN;Acc:ZDB-GENE-040822-32]"
"ENSDARG00000002016","ENSDARG00000002016","ppil2","protein_coding",393966,"peptidylprolyl isomerase (cyclophilin)-like 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1096]"
"ENSDARG00000002020","ENSDARG00000002020","rictorb","protein_coding",561835,"RPTOR independent companion of MTOR, complex 2b [Source:ZFIN;Acc:ZDB-GENE-070810-5]"
"ENSDARG00000002021","ENSDARG00000002021","pygb","protein_coding",403051,"phosphorylase, glycogen; brain [Source:ZFIN;Acc:ZDB-GENE-040928-2]"
"ENSDARG00000002026","ENSDARG00000002026","qkib","protein_coding",100462714,"QKI, KH domain containing, RNA binding b [Source:ZFIN;Acc:ZDB-GENE-081028-54]"
"ENSDARG00000002031","ENSDARG00000002031","tox4a","protein_coding",559853,"TOX high mobility group box family member 4 a [Source:ZFIN;Acc:ZDB-GENE-070912-576]"
"ENSDARG00000002037","ENSDARG00000002037","pfkfb2b","protein_coding",564852,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2b [Source:ZFIN;Acc:ZDB-GENE-120222-1]"
"ENSDARG00000002060","ENSDARG00000002060","brf2","protein_coding",445142,"BRF2, RNA polymerase III transcription initiation factor [Source:ZFIN;Acc:ZDB-GENE-040801-43]"
"ENSDARG00000002071","ENSDARG00000002071","adss","protein_coding",550502,"adenylosuccinate synthase [Source:ZFIN;Acc:ZDB-GENE-050417-337]"
"ENSDARG00000002077","ENSDARG00000002077","mnat1","protein_coding",450080,"MNAT CDK-activating kinase assembly factor 1 [Source:ZFIN;Acc:ZDB-GENE-041010-203]"
"ENSDARG00000002082","ENSDARG00000002082","csnk2a1","protein_coding",30502,"casein kinase 2, alpha 1 polypeptide [Source:ZFIN;Acc:ZDB-GENE-990415-27]"
"ENSDARG00000002084","ENSDARG00000002084","lamb2","protein_coding",337767,"laminin, beta 2 (laminin S) [Source:ZFIN;Acc:ZDB-GENE-081030-4]"
"ENSDARG00000002097","ENSDARG00000002097","si:dkeyp-52c3.7","protein_coding",NA,"si:dkeyp-52c3.7 [Source:ZFIN;Acc:ZDB-GENE-110411-213]"
"ENSDARG00000002127","ENSDARG00000002127","stam","protein_coding",386967,"signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Source:ZFIN;Acc:ZDB-GENE-031118-123]"
"ENSDARG00000002128","ENSDARG00000002128","cwf19l1","protein_coding",387304,"CWF19-like 1, cell cycle control [Source:ZFIN;Acc:ZDB-GENE-031204-5]"
"ENSDARG00000002131","ENSDARG00000002131","celf2","protein_coding",373117,"cugbp, Elav-like family member 2 [Source:ZFIN;Acc:ZDB-GENE-030826-35]"
"ENSDARG00000002165","ENSDARG00000002165","psme1","protein_coding",30648,"proteasome activator subunit 1 [Source:ZFIN;Acc:ZDB-GENE-991110-17]"
"ENSDARG00000002167","ENSDARG00000002167","cacnb1","protein_coding",436925,"calcium channel, voltage-dependent, beta 1 subunit [Source:ZFIN;Acc:ZDB-GENE-040718-399]"
"ENSDARG00000002168","ENSDARG00000002168","tra2b","protein_coding",394172,"transformer 2 beta homolog [Source:ZFIN;Acc:ZDB-GENE-040426-1094]"
"ENSDARG00000002172","ENSDARG00000002172","aplnra","protein_coding",561935,"apelin receptor a [Source:ZFIN;Acc:ZDB-GENE-060929-512]"
"ENSDARG00000002174","ENSDARG00000002174","itfg2","protein_coding",550607,"integrin alpha FG-GAP repeat containing 2 [Source:ZFIN;Acc:ZDB-GENE-041008-161]"
"ENSDARG00000002184","ENSDARG00000002184","igbp1","protein_coding",406843,"immunoglobulin (CD79A) binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2928]"
"ENSDARG00000002190","ENSDARG00000002190","chmp2bb","protein_coding",405840,"charged multivesicular body protein 2Bb [Source:ZFIN;Acc:ZDB-GENE-040426-2539]"
"ENSDARG00000002192","ENSDARG00000002192","aspn","protein_coding",65228,"asporin (LRR class 1) [Source:ZFIN;Acc:ZDB-GENE-041105-7]"
"ENSDARG00000002193","ENSDARG00000002193","rho","protein_coding",30295,"rhodopsin [Source:ZFIN;Acc:ZDB-GENE-990415-271]"
"ENSDARG00000002194","ENSDARG00000002194","rhd","protein_coding",554272,"Rh blood group, D antigen [Source:ZFIN;Acc:ZDB-GENE-051213-1]"
"ENSDARG00000002196","ENSDARG00000002196","bach1b","protein_coding",553688,"BTB and CNC homology 1, basic leucine zipper transcription factor 1 b [Source:ZFIN;Acc:ZDB-GENE-050522-220]"
"ENSDARG00000002197","ENSDARG00000002197","pygl","protein_coding",493916,"phosphorylase, glycogen, liver [Source:ZFIN;Acc:ZDB-GENE-041205-1]"
"ENSDARG00000002204","ENSDARG00000002204","hspb11","protein_coding",796767,"heat shock protein, alpha-crystallin-related, b11 [Source:ZFIN;Acc:ZDB-GENE-030131-5148]"
"ENSDARG00000002210","ENSDARG00000002210","stk25a","protein_coding",449653,"serine/threonine kinase 25a [Source:ZFIN;Acc:ZDB-GENE-041010-92]"
"ENSDARG00000002213","ENSDARG00000002213","invs","protein_coding",245946,"inversin [Source:ZFIN;Acc:ZDB-GENE-020507-2]"
"ENSDARG00000002215","ENSDARG00000002215","rtca","protein_coding",321129,"RNA 3'-terminal phosphate cyclase [Source:ZFIN;Acc:ZDB-GENE-030131-9687]"
"ENSDARG00000002216","ENSDARG00000002216","tbx3a","protein_coding",556870,"T-box 3a [Source:ZFIN;Acc:ZDB-GENE-070209-80]"
"ENSDARG00000002217","ENSDARG00000002217","scocb","protein_coding",791709,"short coiled-coil protein b [Source:ZFIN;Acc:ZDB-GENE-041010-41]"
"ENSDARG00000002219","ENSDARG00000002219","si:dkey-103j14.5","protein_coding",570552,"si:dkey-103j14.5 [Source:ZFIN;Acc:ZDB-GENE-090313-170]"
"ENSDARG00000002220","ENSDARG00000002220","zgc:103692","protein_coding",449772,"zgc:103692 [Source:ZFIN;Acc:ZDB-GENE-041010-15]"
"ENSDARG00000002230","ENSDARG00000002230","sypb","protein_coding",436774,"synaptophysin b [Source:ZFIN;Acc:ZDB-GENE-040718-205]"
"ENSDARG00000002231","ENSDARG00000002231","plpp2a","protein_coding",563806,"phospholipid phosphatase 2a [Source:ZFIN;Acc:ZDB-GENE-140703-2]"
"ENSDARG00000002235","ENSDARG00000002235","mmp14a","protein_coding",373882,"matrix metallopeptidase 14a (membrane-inserted) [Source:ZFIN;Acc:ZDB-GENE-030901-1]"
"ENSDARG00000002240","ENSDARG00000002240","psmb6","protein_coding",30388,"proteasome subunit beta 6 [Source:ZFIN;Acc:ZDB-GENE-990415-216]"
"ENSDARG00000002241","ENSDARG00000002241","kcna2a","protein_coding",100537815,"potassium voltage-gated channel, shaker-related subfamily, member 2a [Source:ZFIN;Acc:ZDB-GENE-131113-1]"
"ENSDARG00000002249","ENSDARG00000002249","tbxas1","protein_coding",792041,"thromboxane A synthase 1 (platelet) [Source:ZFIN;Acc:ZDB-GENE-030131-8805]"
"ENSDARG00000002255","ENSDARG00000002255","epb41l3a","protein_coding",445478,"erythrocyte membrane protein band 4.1-like 3a [Source:ZFIN;Acc:ZDB-GENE-040822-8]"
"ENSDARG00000002259","ENSDARG00000002259","ca15c","protein_coding",768190,"carbonic anhydrase XV c [Source:ZFIN;Acc:ZDB-GENE-061013-737]"
"ENSDARG00000002264","ENSDARG00000002264","mrpl41","protein_coding",553805,"mitochondrial ribosomal protein L41 [Source:ZFIN;Acc:ZDB-GENE-050522-200]"
"ENSDARG00000002267","ENSDARG00000002267","dcaf13","protein_coding",393097,"ddb1 and cul4 associated factor 13 [Source:ZFIN;Acc:ZDB-GENE-040426-703]"
"ENSDARG00000002271","ENSDARG00000002271","zfand5b","protein_coding",393923,"zinc finger, AN1-type domain 5b [Source:ZFIN;Acc:ZDB-GENE-040426-875]"
"ENSDARG00000002285","ENSDARG00000002285","mcoln1a","protein_coding",406689,"mucolipin 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2704]"
"ENSDARG00000002293","ENSDARG00000002293","si:ch211-197g15.6","protein_coding",555440,"si:ch211-197g15.6 [Source:ZFIN;Acc:ZDB-GENE-050208-457]"
"ENSDARG00000002295","ENSDARG00000002295","si:dkey-21p1.3","protein_coding",101883345,"si:dkey-21p1.3 [Source:ZFIN;Acc:ZDB-GENE-081105-162]"
"ENSDARG00000002298","ENSDARG00000002298","ankrd22","protein_coding",393244,"ankyrin repeat domain 22 [Source:ZFIN;Acc:ZDB-GENE-040426-1120]"
"ENSDARG00000002299","ENSDARG00000002299","arsh","protein_coding",100332997,"arylsulfatase H [Source:ZFIN;Acc:ZDB-GENE-081104-120]"
"ENSDARG00000002300","ENSDARG00000002300","p2rx2","protein_coding",387297,"purinergic receptor P2X, ligand-gated ion channel, 2 [Source:ZFIN;Acc:ZDB-GENE-030319-2]"
"ENSDARG00000002304","ENSDARG00000002304","gins2","protein_coding",554146,"GINS complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-050419-19]"
"ENSDARG00000002305","ENSDARG00000002305","me3","protein_coding",492719,"malic enzyme 3, NADP(+)-dependent, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-041111-294]"
"ENSDARG00000002311","ENSDARG00000002311","fabp11b","protein_coding",553579,"fatty acid binding protein 11b [Source:ZFIN;Acc:ZDB-GENE-050522-391]"
"ENSDARG00000002330","ENSDARG00000002330","lhx8a","protein_coding",378959,"LIM homeobox 8a [Source:ZFIN;Acc:ZDB-GENE-031008-2]"
"ENSDARG00000002332","ENSDARG00000002332","frmd6","protein_coding",321937,"FERM domain containing 6 [Source:ZFIN;Acc:ZDB-GENE-050522-354]"
"ENSDARG00000002333","ENSDARG00000002333","fam102bb","protein_coding",557909,"family with sequence similarity 102, member B, b [Source:ZFIN;Acc:ZDB-GENE-041014-330]"
"ENSDARG00000002336","ENSDARG00000002336","dlc","protein_coding",30120,"deltaC [Source:ZFIN;Acc:ZDB-GENE-000125-4]"
"ENSDARG00000002339","ENSDARG00000002339","sgf29","protein_coding",449813,"SAGA complex associated factor 29 [Source:ZFIN;Acc:ZDB-GENE-041010-62]"
"ENSDARG00000002344","ENSDARG00000002344","tubb4b","protein_coding",336681,"tubulin, beta 4B class IVb [Source:ZFIN;Acc:ZDB-GENE-030131-8625]"
"ENSDARG00000002347","ENSDARG00000002347","cyp11a1","protein_coding",80374,"cytochrome P450, family 11, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-010306-1]"
"ENSDARG00000002353","ENSDARG00000002353","tagapa","protein_coding",393842,"T cell activation RhoGTPase activating protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1877]"
"ENSDARG00000002355","ENSDARG00000002355","shpk","protein_coding",100001676,"sedoheptulokinase [Source:ZFIN;Acc:ZDB-GENE-060526-357]"
"ENSDARG00000002362","ENSDARG00000002362","ubald1a","protein_coding",794012,"UBA-like domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-040718-191]"
"ENSDARG00000002365","ENSDARG00000002365","cers5","protein_coding",323020,"ceramide synthase 5 [Source:ZFIN;Acc:ZDB-GENE-030131-1740]"
"ENSDARG00000002369","ENSDARG00000002369","UBB","protein_coding",NA,"ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]"
"ENSDARG00000002377","ENSDARG00000002377","mief2","protein_coding",767710,"mitochondrial elongation factor 2 [Source:ZFIN;Acc:ZDB-GENE-060929-864]"
"ENSDARG00000002385","ENSDARG00000002385","atm","protein_coding",403064,"ATM serine/threonine kinase [Source:ZFIN;Acc:ZDB-GENE-040809-1]"
"ENSDARG00000002391","ENSDARG00000002391","tlcd1","protein_coding",450051,"TLC domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041010-173]"
"ENSDARG00000002394","ENSDARG00000002394","ugt5d1","protein_coding",100415794,"UDP glucuronosyltransferase 5 family, polypeptide D1 [Source:ZFIN;Acc:ZDB-GENE-091118-36]"
"ENSDARG00000002396","ENSDARG00000002396","cry-dash","protein_coding",402986,"cryptochrome DASH [Source:ZFIN;Acc:ZDB-GENE-040617-2]"
"ENSDARG00000002401","ENSDARG00000002401","gale","protein_coding",678540,"UDP-galactose-4-epimerase [Source:ZFIN;Acc:ZDB-GENE-060421-6479]"
"ENSDARG00000002402","ENSDARG00000002402","ercc3","protein_coding",324323,"excision repair cross-complementation group 3 [Source:ZFIN;Acc:ZDB-GENE-030131-3043]"
"ENSDARG00000002403","ENSDARG00000002403","nusap1","protein_coding",567446,"nucleolar and spindle associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030827-5]"
"ENSDARG00000002405","ENSDARG00000002405","si:ch211-225b11.1","protein_coding",561694,"si:ch211-225b11.1 [Source:ZFIN;Acc:ZDB-GENE-060531-39]"
"ENSDARG00000002406","ENSDARG00000002406","zmynd10","protein_coding",393368,"zinc finger, MYND-type containing 10 [Source:ZFIN;Acc:ZDB-GENE-040426-1218]"
"ENSDARG00000002411","ENSDARG00000002411","pde4cb","protein_coding",571344,"phosphodiesterase 4C, cAMP-specific b [Source:ZFIN;Acc:ZDB-GENE-030131-4075]"
"ENSDARG00000002445","ENSDARG00000002445","prdm1a","protein_coding",323473,"PR domain containing 1a, with ZNF domain [Source:ZFIN;Acc:ZDB-GENE-030131-2193]"
"ENSDARG00000002463","ENSDARG00000002463","arhgef37","protein_coding",101883655,"Rho guanine nucleotide exchange factor (GEF) 37 [Source:ZFIN;Acc:ZDB-GENE-100514-3]"
"ENSDARG00000002467","ENSDARG00000002467","rdh14b","protein_coding",334665,"retinol dehydrogenase 14b [Source:ZFIN;Acc:ZDB-GENE-030131-6605]"
"ENSDARG00000002479","ENSDARG00000002479","ercc6l","protein_coding",100005291,"excision repair cross-complementation group 6-like [Source:ZFIN;Acc:ZDB-GENE-060531-56]"
"ENSDARG00000002483","ENSDARG00000002483","wnt7ab","protein_coding",568110,"wingless-type MMTV integration site family, member 7Ab [Source:ZFIN;Acc:ZDB-GENE-100922-44]"
"ENSDARG00000002487","ENSDARG00000002487","noc3l","protein_coding",321289,"NOC3-like DNA replication regulator [Source:ZFIN;Acc:ZDB-GENE-030131-9878]"
"ENSDARG00000002494","ENSDARG00000002494","itgb6","protein_coding",100499533,"integrin, beta 6 [Source:ZFIN;Acc:ZDB-GENE-100812-2]"
"ENSDARG00000002506","ENSDARG00000002506","zgc:92818","protein_coding",436785,"zgc:92818 [Source:ZFIN;Acc:ZDB-GENE-040718-217]"
"ENSDARG00000002507","ENSDARG00000002507","itga10","protein_coding",572348,"integrin, alpha 10 [Source:ZFIN;Acc:ZDB-GENE-100922-54]"
"ENSDARG00000002508","ENSDARG00000002508","ankrd33ab","protein_coding",569518,"ankyrin repeat domain 33Ab [Source:ZFIN;Acc:ZDB-GENE-100729-1]"
"ENSDARG00000002509","ENSDARG00000002509","zgc:153911","protein_coding",768172,"zgc:153911 [Source:ZFIN;Acc:ZDB-GENE-061013-174]"
"ENSDARG00000002510","ENSDARG00000002510","dmbx1b","protein_coding",550288,"diencephalon/mesencephalon homeobox 1b [Source:ZFIN;Acc:ZDB-GENE-050417-97]"
"ENSDARG00000002523","ENSDARG00000002523","hsdl2","protein_coding",322347,"hydroxysteroid dehydrogenase like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1066]"
"ENSDARG00000002533","ENSDARG00000002533","adora2b","protein_coding",560100,"adenosine A2b receptor [Source:ZFIN;Acc:ZDB-GENE-060511-1]"
"ENSDARG00000002536","ENSDARG00000002536","tm9sf4","protein_coding",393482,"transmembrane 9 superfamily protein member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1575]"
"ENSDARG00000002538","ENSDARG00000002538","smu1a","protein_coding",393168,"SMU1, DNA replication regulator and spliceosomal factor a [Source:ZFIN;Acc:ZDB-GENE-040426-916]"
"ENSDARG00000002546","ENSDARG00000002546","rundc3ab","protein_coding",393118,"RUN domain containing 3Ab [Source:ZFIN;Acc:ZDB-GENE-040426-842]"
"ENSDARG00000002549","ENSDARG00000002549","eif3eb","protein_coding",561049,"eukaryotic translation initiation factor 3, subunit E, b [Source:ZFIN;Acc:ZDB-GENE-050208-283]"
"ENSDARG00000002552","ENSDARG00000002552","mapkapk2a","protein_coding",327321,"mitogen-activated protein kinase-activated protein kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-5532]"
"ENSDARG00000002564","ENSDARG00000002564","syngr1a","protein_coding",450047,"synaptogyrin 1a [Source:ZFIN;Acc:ZDB-GENE-041010-169]"
"ENSDARG00000002571","ENSDARG00000002571","tmod2","protein_coding",447869,"tropomodulin 2 [Source:ZFIN;Acc:ZDB-GENE-040912-185]"
"ENSDARG00000002576","ENSDARG00000002576","cabp5a","protein_coding",393671,"calcium binding protein 5a [Source:ZFIN;Acc:ZDB-GENE-040426-1655]"
"ENSDARG00000002582","ENSDARG00000002582","tbx15","protein_coding",246222,"T-box 15 [Source:ZFIN;Acc:ZDB-GENE-020529-1]"
"ENSDARG00000002587","ENSDARG00000002587","dpysl3","protein_coding",553166,"dihydropyrimidinase-like 3 [Source:ZFIN;Acc:ZDB-GENE-050720-2]"
"ENSDARG00000002589","ENSDARG00000002589","mylpfb","protein_coding",447930,"myosin light chain, phosphorylatable, fast skeletal muscle b [Source:ZFIN;Acc:ZDB-GENE-040912-115]"
"ENSDARG00000002591","ENSDARG00000002591","ruvbl1","protein_coding",317679,"RuvB-like AAA ATPase 1 [Source:ZFIN;Acc:ZDB-GENE-030109-2]"
"ENSDARG00000002593","ENSDARG00000002593","slc45a2","protein_coding",558311,"solute carrier family 45, member 2 [Source:ZFIN;Acc:ZDB-GENE-050208-97]"
"ENSDARG00000002597","ENSDARG00000002597","pabpc1l","protein_coding",327625,"poly(A) binding protein, cytoplasmic 1-like [Source:ZFIN;Acc:ZDB-GENE-030131-5836]"
"ENSDARG00000002600","ENSDARG00000002600","pcsk1","protein_coding",100005716,"proprotein convertase subtilisin/kexin type 1 [Source:ZFIN;Acc:ZDB-GENE-071009-1]"
"ENSDARG00000002601","ENSDARG00000002601","irx7","protein_coding",140746,"iroquois homeobox 7 [Source:ZFIN;Acc:ZDB-GENE-020103-1]"
"ENSDARG00000002607","ENSDARG00000002607","unm_sa1614","protein_coding",561879,"un-named sa1614 [Source:ZFIN;Acc:ZDB-GENE-120411-1]"
"ENSDARG00000002609","ENSDARG00000002609","rnf145a","protein_coding",565986,"ring finger protein 145a [Source:ZFIN;Acc:ZDB-GENE-111012-3]"
"ENSDARG00000002613","ENSDARG00000002613","rpa3","protein_coding",393196,"replication protein A3 [Source:ZFIN;Acc:ZDB-GENE-040426-977]"
"ENSDARG00000002632","ENSDARG00000002632","anxa11b","protein_coding",353365,"annexin A11b [Source:ZFIN;Acc:ZDB-GENE-030707-5]"
"ENSDARG00000002634","ENSDARG00000002634","b4galt1","protein_coding",NA,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-050417-236]"
"ENSDARG00000002635","ENSDARG00000002635","zgc:85722","protein_coding",407982,"zgc:85722 [Source:ZFIN;Acc:ZDB-GENE-040516-7]"
"ENSDARG00000002642","ENSDARG00000002642","sh3gl1b","protein_coding",378838,"SH3-domain GRB2-like 1b [Source:ZFIN;Acc:ZDB-GENE-031001-6]"
"ENSDARG00000002644","ENSDARG00000002644","rgs5a","protein_coding",573765,"regulator of G protein signaling 5a [Source:ZFIN;Acc:ZDB-GENE-030131-7570]"
"ENSDARG00000002656","ENSDARG00000002656","stxbp5a","protein_coding",556789,"syntaxin binding protein 5a (tomosyn) [Source:ZFIN;Acc:ZDB-GENE-041001-161]"
"ENSDARG00000002659","ENSDARG00000002659","mapre1b","protein_coding",334728,"microtubule-associated protein, RP/EB family, member 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2256]"
"ENSDARG00000002663","ENSDARG00000002663","optn","protein_coding",336159,"optineurin [Source:ZFIN;Acc:ZDB-GENE-030131-8103]"
"ENSDARG00000002666","ENSDARG00000002666","kcnj1b","protein_coding",556608,"potassium inwardly-rectifying channel, subfamily J, member 1b [Source:ZFIN;Acc:ZDB-GENE-070620-9]"
"ENSDARG00000002670","ENSDARG00000002670","ATG14","protein_coding",407686,"autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]"
"ENSDARG00000002682","ENSDARG00000002682","tbcela","protein_coding",393726,"tubulin folding cofactor E-like a [Source:ZFIN;Acc:ZDB-GENE-040426-1719]"
"ENSDARG00000002685","ENSDARG00000002685","fam113","protein_coding",494057,"family with sequence similarity 113 [Source:ZFIN;Acc:ZDB-GENE-041212-23]"
"ENSDARG00000002690","ENSDARG00000002690","rabif","protein_coding",436784,"RAB interacting factor [Source:ZFIN;Acc:ZDB-GENE-040718-216]"
"ENSDARG00000002696","ENSDARG00000002696","gnb3b","protein_coding",406483,"guanine nucleotide binding protein (G protein), beta polypeptide 3b [Source:ZFIN;Acc:ZDB-GENE-040426-2280]"
"ENSDARG00000002701","ENSDARG00000002701","rasl12","protein_coding",393366,"RAS-like, family 12 [Source:ZFIN;Acc:ZDB-GENE-040426-1201]"
"ENSDARG00000002707","ENSDARG00000002707","her11","protein_coding",445409,"hairy-related 11 [Source:ZFIN;Acc:ZDB-GENE-040824-4]"
"ENSDARG00000002710","ENSDARG00000002710","ncl","protein_coding",767714,"nucleolin [Source:ZFIN;Acc:ZDB-GENE-030131-6986]"
"ENSDARG00000002720","ENSDARG00000002720","utp15","protein_coding",325106,"utp15, U3 small nucleolar ribonucleoprotein, homolog [Source:ZFIN;Acc:ZDB-GENE-030131-3831]"
"ENSDARG00000002722","ENSDARG00000002722","ankrd2","protein_coding",101886079,"ankyrin repeat domain 2 (stretch responsive muscle) [Source:ZFIN;Acc:ZDB-GENE-090313-383]"
"ENSDARG00000002728","ENSDARG00000002728","kiss1ra","protein_coding",561898,"KISS1 receptor a [Source:ZFIN;Acc:ZDB-GENE-070912-521]"
"ENSDARG00000002731","ENSDARG00000002731","sdc2","protein_coding",282667,"syndecan 2 [Source:ZFIN;Acc:ZDB-GENE-021206-3]"
"ENSDARG00000002732","ENSDARG00000002732","spon2b","protein_coding",30202,"spondin 2b, extracellular matrix protein [Source:ZFIN;Acc:ZDB-GENE-990415-161]"
"ENSDARG00000002745","ENSDARG00000002745","tdh","protein_coding",406528,"L-threonine dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-040426-2379]"
"ENSDARG00000002748","ENSDARG00000002748","sema6d","protein_coding",406272,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:ZFIN;Acc:ZDB-GENE-040426-1933]"
"ENSDARG00000002750","ENSDARG00000002750","phf20a","protein_coding",563332,"PHD finger protein 20, a [Source:ZFIN;Acc:ZDB-GENE-070912-270]"
